2007/01/04,Infinity,Infinity,Infinity,Infinity,192772,14763.72,0.0
2007/01/05,Infinity,Infinity,Infinity,Infinity,381643,15583.92,0.0
2007/01/09,Infinity,Infinity,Infinity,Infinity,302613,14763.72,0.0
2007/01/10,Infinity,Infinity,Infinity,Infinity,404651,15583.92,0.0
2007/01/11,Infinity,Infinity,Infinity,Infinity,3678474,16404.13,0.0
2007/01/12,Infinity,Infinity,Infinity,Infinity,310516,15583.92,0.0
2007/01/15,Infinity,Infinity,Infinity,Infinity,1378115,16404.13,0.0
2007/01/16,Infinity,Infinity,Infinity,Infinity,520694,16404.13,0.0
2007/01/17,Infinity,Infinity,Infinity,Infinity,272202,16404.13,0.0
2007/01/18,Infinity,Infinity,Infinity,Infinity,2794444,17224.33,0.0
2007/01/19,Infinity,Infinity,Infinity,Infinity,782192,18044.54,0.0
2007/01/22,Infinity,Infinity,Infinity,Infinity,5528064,22145.57,0.0
2007/01/23,Infinity,Infinity,Infinity,Infinity,4145648,18864.75,0.0
2007/01/24,Infinity,Infinity,Infinity,Infinity,4601018,18044.54,0.0
2007/01/25,Infinity,Infinity,Infinity,Infinity,1374813,16404.13,0.0
2007/01/26,Infinity,Infinity,Infinity,Infinity,531599,16404.13,0.0
2007/01/29,Infinity,Infinity,Infinity,Infinity,857320,17224.33,0.0
2007/01/30,Infinity,Infinity,Infinity,Infinity,2919990,18864.75,0.0
2007/01/31,Infinity,Infinity,Infinity,Infinity,1145128,18044.54,0.0
2007/02/01,Infinity,Infinity,Infinity,Infinity,532499,18864.75,0.0
2007/02/02,Infinity,Infinity,Infinity,Infinity,2746626,18044.54,0.0
2007/02/05,Infinity,Infinity,Infinity,Infinity,1077903,17224.33,0.0
2007/02/06,Infinity,Infinity,Infinity,Infinity,1209152,16404.13,0.0
2007/02/07,Infinity,Infinity,Infinity,Infinity,1322694,15583.92,0.0
2007/02/08,Infinity,Infinity,Infinity,Infinity,1399823,15583.92,0.0
2007/02/09,Infinity,Infinity,Infinity,Infinity,417956,16404.13,0.0
2007/02/13,Infinity,Infinity,Infinity,Infinity,93035,15583.92,0.0
2007/02/14,Infinity,Infinity,Infinity,Infinity,332024,16404.13,0.0
2007/02/15,Infinity,Infinity,Infinity,Infinity,515192,15583.92,0.0
2007/02/16,Infinity,Infinity,Infinity,Infinity,1566885,15583.92,0.0
2007/02/19,Infinity,Infinity,Infinity,Infinity,568112,15583.92,0.0
2007/02/20,Infinity,Infinity,Infinity,Infinity,478579,15583.92,0.0
2007/02/21,Infinity,Infinity,Infinity,Infinity,261098,15583.92,0.0
2007/02/22,Infinity,Infinity,Infinity,Infinity,448968,15583.92,0.0
2007/02/23,Infinity,Infinity,Infinity,Infinity,416355,16404.13,0.0
2007/02/26,Infinity,Infinity,Infinity,Infinity,597123,15583.92,0.0
2007/02/27,Infinity,Infinity,Infinity,Infinity,231286,15583.92,0.0
2007/02/28,Infinity,Infinity,Infinity,Infinity,622232,14763.72,0.0
2007/03/01,Infinity,Infinity,Infinity,Infinity,125847,15583.92,0.0
2007/03/02,Infinity,Infinity,Infinity,Infinity,133250,14763.72,0.0
2007/03/05,Infinity,Infinity,Infinity,Infinity,554007,14763.72,0.0
2007/03/06,Infinity,Infinity,Infinity,Infinity,708365,15583.92,0.0
2007/03/07,Infinity,Infinity,Infinity,Infinity,345029,15583.92,0.0
2007/03/08,Infinity,Infinity,Infinity,Infinity,79730,14763.72,0.0
2007/03/09,Infinity,Infinity,Infinity,Infinity,116143,14763.72,0.0
2007/03/12,Infinity,Infinity,Infinity,Infinity,1188244,14763.72,0.0
2007/03/13,Infinity,Infinity,Infinity,Infinity,99837,14763.72,0.0
2007/03/14,Infinity,Infinity,Infinity,Infinity,335225,14763.72,0.0
2007/03/15,Infinity,Infinity,Infinity,Infinity,235788,14763.72,0.0
